Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
174,1557,NeuAc(2)Hex(2)HexNAc(2)dHex(1)Sul(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:a-lgal-HEX-x:x|6:d
9b:b-dgal-HEX-x:x
10b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
11s:n-acetyl
12s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(3+1)8d
8:6o(4+1)9d
9:9o(3+2)10d
10:10d(5+1)11n
11:6o(6+1)12n
",1557,['P2TS']
175,1559,Hex(4)HexNAc(4)Sul(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:x-dglc-HEX-x:x
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10s:n-acetyl
11s:n-acetyl
12s:n-acetyl
13s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4o(-1+1)5d
5:5o(-1+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:8d(2+1)10n
10:6d(2+1)11n
11:4d(2+1)12n
12:4o(6+1)13n
",1559,['P4TS']
176,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
",1568-1,['P10H']
177,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
",1568-2,['P10H']
178,1568,Hex(4)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:a-dgal-HEX-x:x
6b:b-dglc-HEX-x:x
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10b:a-lgal-HEX-x:x|6:d
11s:n-acetyl
12s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:1o(6+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(2+1)10d
10:8d(2+1)11n
11:6d(2+1)12n
",1568-3,['P9H']
179,1593,Hex(2)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:a-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8b:x-lgal-HEX-x:x|6:d
9b:x-dgal-HEX-x:x
10b:a-lgal-HEX-x:x|6:d
11b:a-dgal-HEX-x:x
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(-1+1)8d
8:7o(-1+1)9d
9:9o(2+1)10d
10:9o(3+1)11d
11:11d(2+1)12n
12:7d(2+1)13n
",1593,['P7TA-AG']
180,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11s:n-acetyl
12b:b-dglc-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:8d(2+1)11n
11:1o(6+1)12d
12:12d(2+1)13n
",1609-1,['P9H']
181,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:b-dglc-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
",1609-2,['P8H']
182,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-HEX-x:x
5s:n-acetyl
6b:b-dglc-HEX-x:x
7b:x-dgal-HEX-x:x
8b:x-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:10o(2+1)11d
11:8d(2+1)12n
12:6d(2+1)13n
",1609-3,['P7TA-AG']
183,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:b-dglc-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
",1609-4,['P8H']
184,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7b:a-dgal-HEX-x:x
8s:n-acetyl
9s:n-acetyl
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
",1609-5,"['P7TA-AG', 'P8H']"
185,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:a-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:10o(2+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
",1609-6,['P8H']
186,1609,Hex(3)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
",1609-7,['P8H']
187,1625,Hex(4)HexNAc(4)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6s:n-acetyl
7b:b-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12s:n-acetyl
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4d(2+1)6n
6:1o(6+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
",1625-1,['P6TA-FS']
188,1625,Hex(4)HexNAc(4)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10s:n-acetyl
11b:b-dglc-HEX-x:x
12b:x-dgal-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(6+1)8d
8:8o(-1+1)9d
9:8d(2+1)10n
10:1o(6+1)11d
11:11o(-1+1)12d
12:11d(2+1)13n
",1625-2,"['P1TS', 'P6TA-FS', 'P6TA-FG', 'P6TA-AG', 'P8H']"
189,1650,Hex(2)HexNAc(5)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dglc-HEX-x:x
4b:x-dgal-HEX-x:x
5b:a-lgal-HEX-x:x|6:d
6b:a-dgal-HEX-x:x
7s:n-acetyl
8s:n-acetyl
9b:b-dglc-HEX-x:x
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(2+1)5d
5:4o(3+1)6d
6:6d(2+1)7n
7:3d(2+1)8n
8:1o(6+1)9d
9:9o(-1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:9d(2+1)14n
",1650,['P1TI']
190,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5s:n-acetyl
6b:x-dglc-HEX-x:x
7b:x-lgal-HEX-x:x|6:d
8b:x-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:x-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4d(2+1)5n
5:3o(-1+1)6d
6:6o(-1+1)7d
7:6o(-1+1)8d
8:6d(2+1)9n
9:1o(6+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
",1666-1,"['P8H', 'P9H']"
191,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5s:n-acetyl
6b:x-dglc-HEX-x:x
7b:x-lgal-HEX-x:x|6:d
8b:x-dgal-HEX-x:x
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-dgal-HEX-x:x
12b:x-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4d(2+1)5n
5:3o(-1+1)6d
6:6o(-1+1)7d
7:6o(-1+1)8d
8:6d(2+1)9n
9:1o(6+1)10d
10:10o(-1+1)11d
11:11o(-1+1)12d
12:12d(2+1)13n
13:10d(2+1)14n
",1666-2,"['P8H', 'P9H']"
192,1666,Hex(3)HexNAc(5)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9s:n-acetyl
10b:b-dgal-HEX-x:x
11b:b-dglc-HEX-x:x
12s:n-acetyl
13b:b-dgal-HEX-x:x
14b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6d(2+1)7n
7:3o(6+1)8d
8:8d(2+1)9n
9:8o(4+1)10d
10:1o(6+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:13o(2+1)14d
",1666-4,"['P1TS', 'P1TI', 'P2TS', 'P4TS']"
193,1682,Hex(4)HexNAc(5),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:1o(6+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1682,"['P6TA-FG', 'P5TA-AG']"
194,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
8s:n-acetyl
9s:n-acetyl
10b:b-dglc-HEX-x:x
11b:x-lgal-HEX-x:x|6:d
12b:x-dgal-HEX-x:x
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(3+2)7d
7:7d(5+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10o(-1+1)11d
11:10o(-1+1)12d
12:10d(2+1)13n
",1697-1,"['P5TA-AS', 'P10H']"
195,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:a-lgal-HEX-x:x|6:d
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(2+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
",1697-2,['P8H']
196,1697,NeuAc(1)Hex(3)HexNAc(3)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:a-lgal-HEX-x:x|6:d
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(2+1)9d
9:8o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
",1697-3,['P1TS']
197,1698,Hex(3)HexNAc(3)dHex(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:a-lgal-HEX-x:x|6:d
9b:b-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12b:a-lgal-HEX-x:x|6:d
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:3o(2+1)8d
8:1o(6+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:11o(2+1)12d
12:9d(2+1)13n
",1698,['P7TA-AG']
198,1713,NeuAc(1)Hex(4)HexNAc(3)dHex(1),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7b:a-dgal-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
13s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+2)12d
12:12d(5+1)13n
",1713,['P10H']
199,1723,Hex(3)HexNAc(6),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5s:n-acetyl
6b:b-dgal-HEX-x:x
7b:x-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:x-HEX-x:x
13s:n-acetyl
14b:b-dglc-HEX-x:x
15s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(-1+1)7d
7:7d(2+1)8n
8:3o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(-1+1)12d
12:12d(2+1)13n
13:1o(6+1)14d
14:14d(2+1)15n
",1723,"['P2TS', 'P4TS', 'P6TA-FG', 'P7TA-AG', 'P10H']"
200,1755,Hex(3)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:8d(2+1)14n
",1755-1,['P7TA-AG']
201,1755,Hex(3)HexNAc(4)dHex(3),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:x-dglc-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-lgal-HEX-x:x|6:d
10b:x-dgal-HEX-x:x
11b:a-lgal-HEX-x:x|6:d
12b:a-dgal-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(-1+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:4d(2+1)7n
7:1o(6+1)8d
8:8o(-1+1)9d
9:8o(-1+1)10d
10:10o(2+1)11d
11:10o(3+1)12d
12:12d(2+1)13n
13:8d(2+1)14n
",1755-2,['P7TA-AG']
202,1770,NeuAc(1)Hex(4)HexNAc(4),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-dgro-dgal-NON-x:x|1:a|2:keto|3:d
5s:n-acetyl
6b:b-dglc-HEX-x:x
7s:n-acetyl
8b:b-dgal-HEX-x:x
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:8o(3+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1770,"['P2TS', 'P6TA-FS']"
203,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7b:a-dgal-HEX-x:x
8s:n-acetyl
9s:n-acetyl
10b:b-dglc-HEX-x:x
11s:n-acetyl
12b:b-dgal-HEX-x:x
13b:a-lgal-HEX-x:x|6:d
14b:a-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
8:4d(2+1)9n
9:1o(6+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(2+1)13d
13:12o(3+1)14d
",1771-1,"['P1TI', 'P5TA-AS', 'P5TA-AG', 'P10H']"
204,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dgal-HEX-x:x
5b:x-lgal-HEX-x:x|6:d
6b:x-dgal-HEX-x:x
7b:x-dglc-HEX-x:x
8b:x-dgal-HEX-x:x
9b:x-dglc-HEX-x:x
10b:x-lgal-HEX-x:x|6:d
11b:x-dgal-HEX-x:x
12s:n-acetyl
13s:n-acetyl
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4o(-1+1)5d
5:4o(-1+1)6d
6:6o(-1+1)7d
7:7o(-1+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:9o(-1+1)11d
11:9d(2+1)12n
12:7d(2+1)13n
13:4d(2+1)14n
",1771-2,"['P6TA-FS', 'P8H']"
205,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:b-dglc-HEX-x:x
5b:x-dgal-HEX-x:x
6b:a-lgal-HEX-x:x|6:d
7b:a-dgal-HEX-x:x
8s:n-acetyl
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:a-lgal-HEX-x:x|6:d
13b:a-dgal-HEX-x:x
14s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4o(-1+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:4d(2+1)8n
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(2+1)12d
12:11o(3+1)13d
13:13d(2+1)14n
",1771-3,['P1TI']
206,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2b:x-dgal-HEX-x:x
3b:x-dglc-HEX-x:x
4b:x-dgal-HEX-x:x
5b:a-lgal-HEX-x:x|6:d
6s:n-acetyl
7s:n-acetyl
8b:b-dglc-HEX-x:x
9b:x-dgal-HEX-x:x
10b:x-dglc-HEX-x:x
11b:x-lgal-HEX-x:x|6:d
12b:x-dgal-HEX-x:x
13s:n-acetyl
14s:n-acetyl
LIN
1:1o(-1+1)2d
2:2o(-1+1)3d
3:3o(-1+1)4d
4:4o(2+1)5d
5:3d(2+1)6n
6:1d(2+1)7n
7:1o(6+1)8d
8:8o(-1+1)9d
9:9o(-1+1)10d
10:10o(-1+1)11d
11:10o(-1+1)12d
12:10d(2+1)13n
13:8d(2+1)14n
",1771-4,['P8H']
207,1771,Hex(4)HexNAc(4)dHex(2),"RES
1b:x-dgal-HEX-x:x
2s:n-acetyl
3b:b-dgal-HEX-x:x
4b:a-lgal-HEX-x:x|6:d
5b:b-dglc-HEX-x:x
6s:n-acetyl
7b:b-dgal-HEX-x:x
8b:a-lgal-HEX-x:x|6:d
9b:b-dglc-HEX-x:x
10s:n-acetyl
11b:b-dgal-HEX-x:x
12b:b-dglc-HEX-x:x
13s:n-acetyl
14b:b-dgal-HEX-x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(2+1)8d
8:1o(6+1)9d
9:9d(2+1)10n
10:9o(4+1)11d
11:11o(3+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
",1771-5,"['P1TS', 'P1TI', 'P8H']"
